Handle,Title,Family,Type,Metal,Colors,Family partner?,Picks
omnia-layal-sunburst-lapis-pendant-necklace-with-beaded-accents-in-brass-with-gold-plated-finish,Omnia Layal Sunburst Lapis Pendant Necklace with Beaded Accents in Brass with Gold Plated Finish,layal,necklace,gold,-,yes,Omnia Layal Radiant Fan Lapis Earrings with Dangling Beaded Accents in Brass with Gold Plated Finish (10300*) | Omnia Layal Vintage Oval Lapis Statement Ring with Geometric Detailing in Brass with Gold Plated Finish (10200*) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (2240) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (2160)
omnia-layal-radiant-fan-lapis-earrings-with-dangling-beaded-accents-in-brass-with-gold-plated-finish,Omnia Layal Radiant Fan Lapis Earrings with Dangling Beaded Accents in Brass with Gold Plated Finish,layal,earrings,gold,-,yes,Omnia Layal Sunburst Lapis Pendant Necklace with Beaded Accents in Brass with Gold Plated Finish (10280*) | Omnia Layal Vintage Oval Lapis Statement Ring with Geometric Detailing in Brass with Gold Plated Finish (10200*) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (2240) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (2160)
omnia-layal-vintage-oval-lapis-statement-ring-with-geometric-detailing-in-brass-with-gold-plated-finish,Omnia Layal Vintage Oval Lapis Statement Ring with Geometric Detailing in Brass with Gold Plated Finish,layal,ring,gold,-,yes,Omnia Layal Radiant Fan Lapis Earrings with Dangling Beaded Accents in Brass with Gold Plated Finish (10300*) | Omnia Layal Sunburst Lapis Pendant Necklace with Beaded Accents in Brass with Gold Plated Finish (10280*) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (2240) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (2160)
omnia-selene-malachite-and-black-agate-geometric-stud-earrings-with-zircon-accents-in-brass-with-gold-plated-finish,Omnia Selene Malachite and Black Agate Geometric Stud Earrings with Zircon Accents in Brass with Gold Plated Finish,selene,earrings,gold,black clear,yes,Omnia Selene Malachite and Black Agate Geometric Pendant Necklace with Zircon Accents in 92.5 Silver and Brass with Gold Plated Finish (15600*) | Omnia Selene Malachite and Black Agate Geometric Ring with Zircon Accents in Brass with Gold Plated Finish (15520*) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (3160)
omnia-selene-malachite-and-black-agate-geometric-pendant-necklace-with-zircon-accents-in-92-5-silver-and-brass-with-gold-plated-finish,Omnia Selene Malachite and Black Agate Geometric Pendant Necklace with Zircon Accents in 92.5 Silver and Brass with Gold Plated Finish,selene,necklace,gold,black clear,yes,Omnia Selene Malachite and Black Agate Geometric Stud Earrings with Zircon Accents in Brass with Gold Plated Finish (15620*) | Omnia Selene Malachite and Black Agate Geometric Ring with Zircon Accents in Brass with Gold Plated Finish (15520*) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (3160)
omnia-raneem-pure-white-floral-stud-earrings-in-high-quality-zircon-stones-in-a-rhodium-plated-finish,Omnia Raneem Pure White Floral Stud Earrings in High-Quality Zircon Stones in a Rhodium Plated Finish,raneem,earrings,white,clear white,no,Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3540) | Omnia Damiyah White Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (3460) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-lamis-silver-floral-earrings-with-textured-petals-and-pave-set-high-quality-zircon-stones-in-a-rhodium-plated-finish,Omnia Lamis Silver Floral Earrings with Textured Petals and Pave-Set High-Quality Zircon Stones in a Rhodium Plated Finish,lamis,set,white,clear red,no,Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (9460) | Omnia Nayeli Floral Halo Ring with Ruby Red Simulated Diamonds in 925 Silver (9460) | Catriona Red Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9400) | Charlize Pink Princess-Cut Inspired Ring in 925 Silver with Premium Simulated Diamonds (9400)
omnia-elizabeth-pure-white-bridal-full-set-with-pear-and-round-cut-high-quality-simulated-diamonds-in-a-classic-rhodium-plated-finish,Omnia Elizabeth Pure White,elizabeth,!! NONE,!! NONE,white,no,Adah Round White Earrings With High Quality Simulated Diamonds in 925 Silver (1300) | Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (1280) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (1240) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (1200)
omnia-ritaj-white-leaf-cascade-earrings-with-pave-set-high-quality-zircon-stones-in-a-gold-tone-rhodium-plated-finish,Omnia Ritaj White Leaf Cascade Earrings with Pave-Set High-Quality Zircon Stones in a Gold-Tone Rhodium Plated Finish,ritaj,set,white,clear white,no,Lorraine White Leaf-Inspired Ring in 925 Silver with Premium Simulated Diamonds (9460) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Azmira Royal Design Marquise Cut White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver 6x12mm 2Ct (9400)
omnia-flora-white-and-gold-blossom-earrings-with-pave-set-high-quality-zircon-stones-and-teardrop-centerpiece-in-a-gold-tone-rhodium-plated-finish,Omnia Flora White and Gold Blossom Earrings with Pave-Set High-Quality Zircon Stones and Teardrop Centerpiece in a Gold-Tone Rhodium Plated Finish,flora,set,white,clear white,no,Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Azmira Royal Design Marquise Cut White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver 6x12mm 2Ct (9400) | Calista Star White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver (9400)
omnia-silver-floral-stud-earrings-with-oval-cut-pink-center-stone-pave-set-simulated-diamonds-in-92-5-silver,Omnia Silver Floral Stud Earrings with Oval-Cut Pink Center Stone & Pave-Set Simulated Diamonds,oval,set,white,clear pink,no,Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (9520) | Charlize Pink Princess-Cut Inspired Ring in 925 Silver with Premium Simulated Diamonds (9520) | Isabell Pink and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (9520) | Lauryn Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (9520)
omnia-rimas-golden-cushion-cut-stud-earrings-in-high-quality-zircon-stone-rhodium-plated,Omnia Rimas Golden Cushion-Cut Stud Earrings in High Quality Zircon Stone Rhodium Plated,rimas,earrings,white,clear,no,Omnia Alreem Necklace in 92.5 Silver In High Quality CZ Zircon Stone (3340) | Omnia Amnah Ring Accessories in High Quality Zircon Stone Rhodium Plated (3260) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-noor-gold-plated-bracelet-and-ring-set-with-red-square-cut-and-round-cut-high-quality-zircon-stones-in-elegant-design,Omnia Noor Gold-Plated Bracelet and Ring Set with Red Square-Cut and Round-Cut High-Quality Zircon Stones in Elegant Design,noor,set,gold,clear red,no,Olfah 18k Gold Plated Ring With Rhodium Plated In High Quality Zircon Stone (9260) | Omnia Chaza 18k Gold Plated Ring With Rhodium Plated In High Quality Zircon Stone (9260) | Omnia Qudra 18k Gold Plated Ring With Rhodium Plated In High Quality Zircon Stone (9260) | Omnia Selene Malachite and Black Agate Geometric Ring with Zircon Accents in Brass with Gold Plated Finish (9260)
omnia-zara-radiant-fan-design-earrings-with-pink-and-yellow-zircon-stones-in-high-quality-rhodium-plated,Omnia Zara Radiant Fan Design Earrings with Pink and Yellow Zircon Stones in High-Quality Rhodium Plated,zara,earrings,white,clear pink yellow,no,Marielle Pink and Yellow Pear-Cut Ring in 925 Silver with Premium Simulated Diamond (3660) | Louise Pink Necklace In 925 Silver High Quality Simulated Diamond (3540) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-salma-crescent-earrings-with-green-and-white-zircon-in-high-quality-rhodium-plated,Omnia Salma Crescent Earrings with Green and White Zircon in High Quality Rhodium Plated,salma,earrings,white,clear green white,no,Omnia Nadia Green and White Silver with Real Fresh Pearl Long Chain Necklace in 925 Silver High Quality Simulated Diamond Stones (3740) | Omnia Thara Green and White Silver Bracelet in 925 Silver High Quality Simulated Diamonds Stones (3700) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (3600) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-raneem-golden-multi-colored-floral-stud-earrings-in-high-quality-zircon-stone-rhodium-plated,Omnia Raneem Golden Multi-Colored Floral Stud Earrings In High Quality Zircon Stone Rhodium Plated,raneem,earrings,white,clear multi red,no,Omnia Saleen Multi-Colored Tennis Necklace 2.5mm in 92.5 Silver with High-Quality Simulated Diamonds (3740) | Omnia Shanina Bridal Bracelet Designed with Multi-Strand Freshwater Real Pearls and High-Quality Simulated Diamonds in a Luxurious Rhodium Plated Finish (3500) | Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3460) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3360)
omnia-raneem-golden-floral-stud-earrings-in-high-quality-zircon-stones-rhodium-plated-finish,Omnia Raneem Golden Floral Stud Earrings in High-Quality Zircon Stones Rhodium-Plated Finish,raneem,earrings,white,clear,no,Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3340) | Eunice Floral Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3300) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3260) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-white-orchid-earrings-with-high-quality-zircon-stones-and-pearl-in-rhodium-plated,Omnia White Orchid Earrings with High-Quality Zircon Stones and Pearl in Rhodium Plated,orchid,earrings,white,clear pearl white,no,Omnia Belle White Pearl Necklace In 925 Silver High Quality Simulated Diamonds (3740) | Eryndra White Pearl Flower Brooch with Premium Simulated Diamonds in 925 Silver (3520) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Avalina Fresh Water Pearl Ring in 925 Silver with High-Quality Simulated Diamonds (3460)
omnia-nawal-radiant-fan-shaped-earrings-in-high-quality-zircon-stones-and-rhodium-plated-finish,Omnia Nawal Radiant Fan-Shaped Earrings in High-Quality Zircon Stones and Rhodium-Plated Finish,nawal,earrings,white,clear,no,Omnia Alreem Necklace in 92.5 Silver In High Quality CZ Zircon Stone (3340) | Omnia Amnah Ring Accessories in High Quality Zircon Stone Rhodium Plated (3260) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-narmeen-multicolored-spiral-hoop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Narmeen Multicolored Spiral Hoop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,narmeen,earrings,white,clear multi red,no,Omnia Saleen Multi-Colored Tennis Necklace 2.5mm in 92.5 Silver with High-Quality Simulated Diamonds (3680) | Angela Multicolor Bracelet in 925 Silver with Premium Simulated Diamonds (3440) | Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3400) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3360)
omnia-hadeel-pure-white-radiant-cut-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Hadeel Pure White Radiant-Cut Stud Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,hadeel,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3480) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-mariam-multi-colored-crescent-hoop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Mariam Multi-Colored Crescent Hoop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,mariam,earrings,white,clear multi red,no,"Omnia Saleen Multi-Colored Tennis Necklace 2.5mm in 92.5 Silver with High-Quality Simulated Diamonds (3740) | Omnia Shanina Bridal Bracelet Designed with Multi-Strand Freshwater Real Pearls and High-Quality Simulated Diamonds in a Luxurious Rhodium Plated Finish (3500) | Azelene Royal Marquise Cut Ring with Simulated Diamonds, Multi-Color Crystals, and Certificate in 925 Sterling Silver (3460) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3360)"
omnia-hadeel-pink-radiant-cut-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Hadeel Pink Radiant-Cut Stud Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,hadeel,earrings,white,clear pink,no,Louise Pink Necklace In 925 Silver High Quality Simulated Diamond (3540) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3460) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-shaden-yellow-radiant-floral-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Shaden Yellow Radiant Floral Drop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,shaden,earrings,white,clear yellow,no,Alara Yellow Butterfly Pendant Necklace in 925 Silver With High Quality Simulated Diamonds (3480) | Omnia Asiya Yellow Bracelet In 925 Silver High Quality Simulated diamonds (3440) | Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kaylie Yellow Tiger Brooch With High Quality Simulated Diamonds in 925 Silver (3260)
omnia-shaden-blue-radiant-floral-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Shaden Blue Radiant Floral Drop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,shaden,earrings,white,blue clear,no,Jillian Floral Blue and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3600) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3520) | Omnia Louise Blue Bracelet In 92.5 Silver High Quality Simulated Diamonds (3500) | Alani Baby Blue Brooch with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3320)
omnia-najwan-star-cluster-hoop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Najwan Star-Cluster Hoop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,najwan,earrings,white,clear,no,Omnia Alreem Necklace in 92.5 Silver In High Quality CZ Zircon Stone (3340) | Calista Star White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver (3260) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-zahra-white-and-yellow-floral-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Zahra White and Yellow Floral Stud Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,zahra,earrings,white,clear white yellow,no,Omnia Faila White and Yellow Bracelet With High Quality Simulated Diamonds In 925 Silver (3640) | Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (3600) | Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3540) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-layla-pure-white-floral-crescent-hoop-earrings-with-zircon-accents-in-high-quality-zircon-stone-rhodium-plated,Omnia Layla Pure White Floral Crescent Hoop Earrings with Zircon Accents in High Quality Zircon Stone Rhodium Plated,layla,earrings,white,clear white,yes,Omnia Layla Blue Necklace in 92.5 Silver with High Quality Simulated Diamonds (11280*) | Omnia Damiyah White Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (3460) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-najma-golden-floral-design-long-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Najma Golden Floral-Design Long Drop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,najma,earrings,white,clear,no,Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3340) | Eunice Floral Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3300) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3260) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-najma-floral-design-long-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Najma Floral-Design Long Drop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish,najma,earrings,white,clear,no,Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3340) | Eunice Floral Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3300) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3260) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-saleen-multi-colored-tennis-necklace-2-5mm-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Saleen Multi-Colored Tennis Necklace 2.5mm in 92.5 Silver with High-Quality Simulated Diamonds,saleen,necklace,white,clear multi red,no,"Omnia Mariam Multi-Colored Crescent Hoop Earrings with High-Quality Zircon Stones in Rhodium-Plated Finish (3760) | Omnia Shanina Bridal Bracelet Designed with Multi-Strand Freshwater Real Pearls and High-Quality Simulated Diamonds in a Luxurious Rhodium Plated Finish (3560) | Azelene Royal Marquise Cut Ring with Simulated Diamonds, Multi-Color Crystals, and Certificate in 925 Sterling Silver (3520) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3420)"
omnia-aamira-teardrop-design-bridal-navy-blue-full-set-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Aamira Teardrop-Design Bridal Navy Blue Full Set with High-Quality Zircon Stones in Rhodium-Plated Finish,aamira,set,white,blue clear,no,Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (9460) | Isabell Blue and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (9460) | Omnia Aleyna Royal Blue Stone Silver RIng in 925 Silver with High Quality Simulated Diamonds (9460) | Omnia Jovie Royal Blue Princess Cut Statement Ring in 92.5 Silver with High-Quality Simulated Diamonds (9460)
omnia-aamira-teardrop-design-bridal-crystal-white-full-set-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Aamira Teardrop-Design Bridal Crystal White Full Set with High-Quality Zircon Stones in Rhodium-Plated Finish,aamira,set,white,clear white,no,Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Azmira Royal Design Marquise Cut White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver 6x12mm 2Ct (9400) | Calista Star White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver (9400)
omnia-aamira-teardrop-design-bridal-emerald-green-full-set-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Aamira Teardrop-Design Bridal Crystal Emerald Green Full Set with High-Quality Zircon Stones in Rhodium-Plated Finish,aamira,set,white,clear green,no,Omnia Damiyah Emerald Green Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (9520) | Adesina Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9460) | Destiny Green Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (9460)
omnia-aamira-teardrop-design-bridal-maroon-full-set-with-high-quality-zircon-stones-in-rhodium-plated-finish,Omnia Aamira Teardrop-Design Bridal Red Full Set with High-Quality Zircon Stones in Rhodium-Plated Finish (Size 18cm Ring Size 7 Only available in KSA),aamira,set,white,clear red,no,Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (9460) | Catriona Red Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Malaika Imperial Red Gemstone Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Omnia Aleyna Red Stone Silver Ring in 925 Silver with High Quality Simulated Diamonds (9460)
omnia-crescent-drop-earrings-in-high-quality-zircon-stone-and-rhodium-plated,Omnia Crescent Drop Earrings in High-Quality Zircon Stone and Rhodium Plated,crescent,earrings,white,clear,no,Omnia Alreem Necklace in 92.5 Silver In High Quality CZ Zircon Stone (3340) | Omnia Amnah Ring Accessories in High Quality Zircon Stone Rhodium Plated (3260) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-white-rose-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia White Rose Earrings with High-Quality Zircon Stones in Rhodium Plated,high,earrings,white,clear white,yes,Heart Red Necklace 925 Silver In High Quality Simulated diamonds (11280*) | Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds (11060*) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400)
omnia-white-fan-design-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia White Fan Design Drop Earrings with High-Quality Zircon Stones in Rhodium Plated,fan,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3480) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-white-blossom-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia White Blossom Earrings with High-Quality Zircon Stones in Rhodium Plated,blossom,earrings,white,clear white,yes,Omnia Blossom Black Beads Necklace in 925 Silver with High Quality Simulated Diamonds (11280*) | Omnia Blossom Black Beads Bracelet in 925 Silver with High Quality Simulated Diamonds (11240*) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-white-floral-drop-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia White Floral Drop Earrings with High-Quality Zircon Stones in Rhodium Plated,high,earrings,white,clear white,yes,Heart Red Necklace 925 Silver In High Quality Simulated diamonds (11280*) | Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds (11060*) | Omnia Damiyah White Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (3460) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440)
omnia-isla-emerald-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Isla Emerald Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated,isla,earrings,white,clear green,no,Ingela Emerald-Cut Moissanite Necklace 8x10mm (4CT) With GRA Certificate in 925 Sterling Silver (3540) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (3460) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3320)
omnia-serena-emerald-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Serena Emerald Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated,serena,earrings,white,clear green,yes,Omnia Serena White Mabel Pearl Halo Ring with Multi-Color Zircon Accents in Brass with Gold Plated Finish (9260*) | Ingela Emerald-Cut Moissanite Necklace 8x10mm (4CT) With GRA Certificate in 925 Sterling Silver (3540) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3320)
omnia-serena-turquoise-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Serena Turquoise Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated,serena,earrings,white,blue clear,yes,Omnia Serena White Mabel Pearl Halo Ring with Multi-Color Zircon Accents in Brass with Gold Plated Finish (9260*) | Omnia Louise Turquoise Necklace In 925 Silver High Quality Simulated Diamonds (3540) | Omnia Louise Blue Bracelet In 92.5 Silver High Quality Simulated Diamonds (3440) | Alani Baby Blue Brooch with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3260)
omnia-serena-white-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Serena White Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated (only available in KSA),serena,earrings,white,clear white,yes,Omnia Serena White Mabel Pearl Halo Ring with Multi-Color Zircon Accents in Brass with Gold Plated Finish (9460*) | Agna Heart 4.0mm White Simulated Diamonds Tennis Necklace in 925 Silver (3540) | Omnia Emma White Silver Heart Tennis Bracelet in 925 Silver with High-Quality Moissanite Stones (3500) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-serena-purple-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Serena Purple Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated,serena,earrings,white,clear purple,yes,Omnia Serena White Mabel Pearl Halo Ring with Multi-Color Zircon Accents in Brass with Gold Plated Finish (9260*) | Samiha Purple Heart Necklace In 925 Silver High Quality Simulated Diamonds (3600) | Omnia Zenah Purple Bangle With High Quality Simulated Diamonds in 925 Silver (3420) | Omnia Sia Pink Coral Floral Brooch in 925 Silver High Quality Purple and White Simulated Diamonds (3320)
